747252696;true;1.0;-1
4
0	3	3	3	3	3	977	1292	1292	1292	1292	
1	3	3	3	3	3	976	1292	1292	1292	1292	
2	3	3	3	3	3	975	1292	1292	1292	1292	
3	3	3	3	3	3	974	1292	1292	1292	1292	
4	3	3	3	3	3	973	1292	1292	1292	1292	
5	3	3	3	3	3	972	1292	1292	1292	1292	
6	3	3	3	3	3	971	1292	1292	1292	1292	
7	3	3	3	3	3	970	1292	1292	1292	1292	
8	3	3	3	3	3	969	1292	1292	1292	1292	
9	3	3	3	3	3	968	1292	1292	1292	1292	
10	3	3	3	3	3	967	1292	1292	1292	1292	
11	3	3	3	3	3	966	1292	1292	1292	1292	
12	3	3	3	3	3	965	1292	1292	1292	1292	
13	3	3	3	3	3	964	1292	1292	1292	1292	
14	3	3	3	3	3	963	1292	1292	1292	1292	
15	3	3	3	3	3	962	1292	1292	1292	1292	
16	3	3	3	3	3	961	1292	1292	1292	1292	
17	3	3	3	3	3	960	1292	1292	1292	1292	
18	0	3	3	3	3	925	1292	1292	1292	1292	
19	0	3	3	3	3	921	1292	1292	1292	1292	
20	0	3	3	3	3	917	1292	1292	1292	1292	
21	0	3	3	3	3	913	1292	1292	1292	1292	
22	0	3	3	3	3	909	1292	1292	1292	1292	
23	0	3	3	3	3	905	1292	1292	1292	1292	
24	0	3	3	3	3	901	1292	1292	1292	1292	
25	0	3	3	3	3	897	1292	1292	1292	1292	
26	0	3	3	3	3	893	1292	1292	1292	1292	
27	0	3	3	3	3	889	1292	1292	1292	1292	
28	0	3	3	3	3	885	1292	1292	1292	1292	
29	0	3	3	3	3	834	1292	1292	1292	1292	
30	3	3	3	3	3	833	1292	1292	1292	1292	
31	3	3	3	3	3	832	1292	1292	1292	1292	
32	3	3	3	3	3	831	1292	1292	1292	1292	
33	3	3	3	3	3	830	1292	1292	1292	1292	
34	3	3	3	3	3	829	1292	1292	1292	1292	
35	3	3	3	3	3	828	1292	1292	1292	1292	
36	3	3	3	3	3	827	1292	1292	1292	1292	
37	3	3	3	3	3	826	1292	1292	1292	1292	
38	3	3	3	3	3	825	1292	1292	1292	1292	
39	3	3	3	3	3	824	1292	1292	1292	1292	
40	3	3	3	3	3	823	497	1292	1292	1292	
41	3	3	3	3	3	822	496	1292	1292	1292	
42	3	3	3	3	3	821	495	1292	1292	1292	
43	3	3	3	3	3	820	494	1292	1292	1292	
44	3	3	3	3	3	819	493	1292	1292	1292	
45	3	3	3	3	3	818	492	1292	1292	1292	
46	3	3	3	3	3	817	491	1292	1292	1292	
47	3	3	3	3	3	816	490	1292	1292	1292	
48	3	3	3	3	3	815	489	1292	1292	1292	
49	3	3	3	3	3	814	488	1292	1292	1292	
50	3	3	3	3	3	813	487	1292	1292	1292	
51	3	3	3	3	3	812	486	1292	1292	1292	
52	3	3	3	3	3	811	485	1292	1292	1292	
53	3	3	3	3	3	810	484	1292	1292	1292	
54	0	3	3	3	3	806	483	1292	1292	1292	
55	0	3	3	3	3	802	482	1292	1292	1292	
56	0	3	3	3	3	798	481	1292	1292	1292	
57	0	3	3	3	3	794	480	1292	1292	1292	
58	0	2	3	3	3	790	542	1292	1292	1292	
59	0	2	3	3	3	786	546	1292	1292	1292	
60	0	2	3	3	3	782	550	497	1292	1292	
61	0	2	3	3	3	778	554	496	1292	1292	
62	0	2	3	3	3	774	558	495	1292	1292	
63	0	2	3	3	3	770	562	494	1292	1292	
64	0	2	3	3	3	766	566	493	1292	1292	
65	0	2	3	3	3	691	570	492	1292	1292	
66	0	2	3	3	3	673	574	491	1292	1292	
67	0	2	3	3	3	667	578	490	1292	1292	
68	0	2	3	3	3	661	582	489	1292	1292	
69	0	2	3	3	3	655	598	488	1292	1292	
70	0	3	3	3	3	649	597	487	1292	1292	
71	0	3	3	3	3	643	596	486	1292	1292	
72	0	3	3	3	3	637	595	485	1292	1292	
73	0	3	3	3	3	631	594	484	1292	1292	
74	0	3	3	3	3	625	593	483	1292	1292	
75	0	3	3	3	3	619	592	482	1292	1292	
76	0	3	3	3	3	613	591	481	1292	1292	
77	0	3	3	3	3	585	590	480	1292	1292	
78	0	3	3	3	3	581	589	479	1292	1292	
79	0	3	3	3	3	577	588	478	1292	1292	
80	0	3	3	3	3	573	587	477	497	1292	
81	0	3	3	3	3	569	586	476	496	1292	
82	0	2	3	3	3	565	614	475	495	1292	
83	0	2	3	3	3	561	620	474	494	1292	
84	0	2	3	3	3	557	626	473	493	1292	
85	0	2	3	3	3	553	632	472	492	1292	
86	0	2	3	3	3	549	638	471	491	1292	
87	0	2	3	3	3	545	644	470	490	1292	
88	0	2	3	3	3	541	650	469	489	1292	
89	0	2	3	3	3	456	656	468	488	1292	
90	0	2	3	3	3	452	662	467	487	1292	
91	0	2	3	3	3	448	668	466	486	1292	
92	0	2	3	3	3	444	674	465	485	1292	
93	0	2	3	3	3	440	703	464	484	1292	
94	0	3	3	3	3	436	702	463	483	1292	
95	0	3	3	3	3	432	701	462	482	1292	
96	0	3	3	3	3	428	700	461	481	1292	
97	0	3	3	3	3	424	699	460	480	1292	
98	0	3	3	2	3	420	698	459	542	1292	
99	0	3	3	2	3	416	697	458	546	1292	
100	0	3	3	2	3	412	696	457	550	497	
101	0	3	3	2	3	348	695	456	554	496	
102	0	3	0	2	3	330	694	452	558	495	
103	0	3	0	2	3	324	693	448	562	494	
104	0	3	0	2	3	318	692	444	566	493	
105	0	3	0	2	3	312	691	440	570	492	
106	0	0	0	2	3	306	673	436	574	491	
107	0	2	2	0	1	300	691	440	570	492	
108	0	3	2	0	1	294	690	444	566	493	
109	0	3	2	0	1	288	689	448	562	494	
110	0	3	2	0	1	282	688	452	558	495	
111	0	3	2	0	1	276	687	456	554	496	
112	0	3	1	0	1	270	686	457	550	497	
113	0	3	1	0	1	264	685	458	546	498	
114	0	3	1	0	1	258	684	459	542	499	
115	0	3	1	0	1	252	683	460	480	500	
116	0	3	1	0	1	246	682	461	453	501	
117	0	3	1	0	1	153	681	462	449	502	
118	3	3	1	0	1	152	680	463	445	503	
119	3	3	1	0	1	151	679	464	441	504	
120	3	3	1	0	1	150	765	465	437	505	
121	3	3	1	0	1	149	764	466	433	506	
122	3	3	1	0	1	148	763	467	429	507	
123	3	3	1	0	1	147	762	468	425	508	
124	3	3	1	0	1	146	761	469	421	509	
125	3	3	1	0	1	145	760	470	417	510	
126	0	3	1	0	1	139	759	471	413	511	
127	0	3	1	0	1	133	758	472	361	512	
128	0	3	1	3	1	127	757	473	360	513	
129	0	3	1	3	1	121	756	474	359	514	
130	0	3	1	3	1	115	755	475	358	515	
131	0	3	1	3	1	109	754	476	357	516	
132	0	3	1	3	0	103	753	477	356	454	
133	0	1	3	1	2	97	754	476	357	516	
134	0	1	3	1	2	91	755	475	358	543	
135	0	1	3	1	2	85	755	475	358	543	
136	0	1	3	1	2	79	756	474	359	547	
137	0	1	3	1	2	0	756	474	359	547	
138	1	1	3	1	2	1	757	473	360	551	
139	1	1	3	1	2	2	757	473	360	551	
140	1	1	3	1	2	3	758	472	361	555	
141	1	1	3	1	2	4	758	472	361	555	
142	1	1	3	1	2	5	759	471	362	559	
143	1	1	3	1	2	6	759	471	362	559	
144	1	1	3	1	2	7	760	470	363	563	
145	1	1	3	1	2	8	760	470	363	563	
146	1	1	3	1	2	9	761	469	364	567	
147	1	1	3	1	2	10	761	469	364	567	
148	1	1	3	1	2	11	762	468	365	571	
149	1	1	3	1	2	12	762	468	365	571	
150	1	1	3	1	2	13	763	467	366	575	
151	1	1	3	1	2	14	763	467	366	575	
152	1	1	3	1	2	15	764	466	367	579	
153	1	1	3	1	2	16	764	466	367	579	
154	1	1	3	1	2	17	765	465	368	583	
155	1	1	3	1	2	18	765	465	368	583	
156	1	1	3	1	2	19	679	464	369	599	
157	1	1	3	1	2	20	679	464	369	599	
158	2	1	3	1	2	80	680	463	370	616	
159	2	1	3	1	2	86	680	463	370	616	
160	2	1	3	1	2	92	681	462	371	622	
161	2	1	3	1	2	98	681	462	371	622	
162	2	1	3	1	2	104	682	461	372	628	
163	2	1	3	1	2	110	682	461	372	628	
164	2	1	3	1	2	116	683	460	373	634	
165	2	1	3	1	2	122	683	460	373	634	
166	2	1	3	0	2	128	684	459	332	640	
167	2	1	3	0	2	134	684	459	332	640	
168	2	1	3	0	2	140	685	458	326	646	
169	2	1	3	0	2	165	685	458	326	646	
170	2	1	3	0	2	247	686	457	320	652	
171	2	1	3	0	2	253	686	457	320	652	
172	2	1	3	0	2	259	687	456	314	658	
173	2	1	3	0	2	265	687	456	314	658	
174	2	1	0	0	2	271	688	452	308	664	
175	2	1	0	0	2	277	688	452	308	664	
176	2	1	0	0	2	283	689	448	302	670	
177	2	1	0	0	2	289	689	448	302	670	
178	2	1	0	0	2	295	690	444	296	676	
179	2	1	0	0	2	301	690	444	296	676	
180	2	1	0	0	2	307	691	440	290	740	
181	2	1	0	0	2	313	691	440	290	740	
182	2	1	0	0	3	319	692	436	284	739	
183	2	1	0	0	3	325	692	436	284	739	
184	2	1	0	0	3	331	693	432	278	738	
185	2	1	0	0	3	349	693	432	278	738	
186	1	1	0	0	3	350	694	428	272	737	
187	1	1	0	0	3	351	694	428	272	737	
188	1	1	0	0	3	352	695	424	266	736	
189	1	1	0	0	3	353	695	424	266	736	
190	1	1	0	0	3	354	696	420	260	735	
191	1	1	0	0	3	355	696	420	260	735	
192	1	1	0	0	3	356	697	416	254	734	
193	1	1	0	0	3	357	697	416	254	734	
194	1	1	0	0	3	358	698	412	248	733	
195	1	1	0	0	3	359	698	412	248	733	
196	1	1	0	0	3	360	699	348	189	732	
197	1	1	0	0	3	361	699	348	189	732	
198	1	1	0	1	3	362	700	330	190	731	
199	1	1	0	1	3	363	700	330	190	731	
200	1	1	0	1	3	364	701	324	191	730	
201	1	1	0	1	3	365	701	324	191	730	
202	1	1	0	1	3	366	702	318	192	729	
203	1	1	0	1	3	367	702	318	192	729	
204	1	1	0	1	3	368	703	312	193	728	
205	1	1	0	1	3	369	703	312	193	728	
206	1	0	0	1	3	370	674	306	194	727	
207	1	0	0	1	3	371	674	306	194	727	
208	1	0	0	1	3	372	668	300	195	726	
209	1	0	0	1	3	373	668	300	195	726	
210	0	0	0	1	3	332	662	294	196	725	
211	0	0	0	1	3	326	662	294	196	725	
212	0	0	0	1	3	320	656	288	197	724	
213	0	0	0	1	3	314	656	288	197	724	
214	0	0	0	1	3	308	650	282	198	723	
215	0	0	0	1	3	302	650	282	198	723	
216	0	0	0	1	3	296	644	276	199	722	
217	0	0	0	1	3	290	644	276	199	722	
218	0	0	0	1	3	284	638	270	200	721	
219	0	0	0	1	3	278	638	270	200	721	
220	0	0	0	1	3	272	632	264	201	720	
221	0	0	0	1	3	266	632	264	201	720	
222	0	0	0	1	3	260	626	258	202	719	
223	0	0	0	1	3	254	626	258	202	719	
224	0	0	0	1	3	248	620	252	203	718	
225	0	0	0	1	3	189	620	252	203	718	
226	1	0	0	1	3	190	614	246	204	717	
227	1	0	0	1	3	191	614	246	204	717	
228	1	0	0	1	3	192	586	153	205	716	
229	1	0	0	1	3	193	586	153	205	716	
230	1	1	3	1	3	194	587	152	206	715	
231	1	1	3	1	3	195	587	152	206	715	
232	1	1	3	1	3	196	588	151	207	714	
233	1	1	3	1	3	197	588	151	207	714	
234	1	1	3	1	3	198	589	150	208	713	
235	1	1	3	1	3	199	589	150	208	713	
236	1	1	3	1	3	200	590	149	209	712	
237	1	1	3	1	3	201	590	149	209	712	
238	1	1	3	1	3	202	591	148	210	711	
239	1	1	3	1	3	203	591	148	210	711	
240	1	1	3	1	3	204	592	147	211	710	
241	1	1	3	1	3	205	592	147	211	710	
242	1	1	3	1	3	206	593	146	212	709	
243	1	1	3	1	3	207	593	146	212	709	
244	1	1	3	1	3	208	594	145	213	708	
245	1	1	3	1	3	209	594	145	213	708	
246	1	1	0	1	3	210	595	139	214	707	
247	1	1	0	1	3	211	595	139	214	707	
248	1	1	0	1	3	212	596	133	215	706	
249	1	1	0	1	3	213	596	133	215	706	
250	3	1	0	3	3	212	597	127	1292	705	
251	3	1	0	3	3	211	597	127	1292	705	
252	3	1	0	3	3	210	598	121	1292	704	
253	3	1	0	3	3	209	598	121	1292	704	
254	3	2	0	3	0	208	615	115	1292	675	
255	3	2	0	3	0	207	615	115	1292	675	
256	3	2	0	3	0	206	621	109	1292	669	
257	3	2	0	3	0	205	621	109	1292	669	
258	3	2	0	3	0	204	627	103	1292	663	
259	3	2	0	3	0	203	627	103	1292	663	
260	3	2	0	3	0	202	633	97	1292	657	
261	3	2	0	3	0	201	633	97	1292	657	
262	3	2	0	3	0	200	639	91	1292	651	
263	3	2	0	3	0	199	639	91	1292	651	
264	3	2	0	3	0	198	645	85	1292	645	
265	3	2	0	3	0	197	645	85	1292	645	
266	3	2	0	3	0	196	651	79	1292	639	
267	3	2	0	3	0	195	651	79	1292	639	
268	3	2	0	3	0	194	657	0	1292	633	
269	3	2	0	3	0	193	657	0	1292	633	
270	3	2	1	3	0	192	663	1	1292	627	
271	3	2	1	3	0	191	663	1	1292	627	
272	3	2	1	3	0	190	669	2	1292	621	
273	3	2	1	3	0	189	669	2	1292	621	
274	3	2	1	3	0	188	675	3	1292	615	
275	3	2	1	3	0	187	675	3	1292	615	
276	3	2	1	3	0	186	704	4	1292	598	
277	3	2	1	3	0	185	704	4	1292	598	
278	3	1	1	3	0	184	705	5	1292	582	
279	3	1	1	3	0	183	705	5	1292	582	
280	3	1	1	3	0	182	706	6	1292	578	
281	3	1	1	3	0	181	706	6	1292	578	
